play_id,outcome,frame_m3,frame_m6,frame_diff,total_frames
Week_13_DET_vs_NO_013_Q1_231_NO,incomplete,0,13,13,16
Week_13_DET_vs_NO_014_Q1_101_DET,incomplete,0,10,10,11
Week_13_DET_vs_NO_015_Q2_1346_NO,complete,5,5,0,6
Week_13_DET_vs_NO_016_Q2_1234_NO,incomplete,0,5,5,6
Week_13_DET_vs_NO_017_Q2_1231_NO,complete,0,1,1,17
Week_13_DET_vs_NO_018_Q2_1056_NO,complete,0,6,6,7
Week_13_DET_vs_NO_019_Q2_1024_NO,complete,1,1,0,16
Week_13_DET_vs_NO_020_Q2_911_NO,complete,0,3,3,10
Week_13_DET_vs_NO_021_Q2_806_DET,complete,0,7,7,8
Week_13_DET_vs_NO_022_Q2_639_NO,complete,3,1,2,12
Week_13_DET_vs_NO_023_Q2_424_DET,complete,0,1,1,7
Week_13_DET_vs_NO_024_Q2_346_DET,complete,9,7,2,11
Week_13_DET_vs_NO_025_Q2_200_DET,complete,9,8,1,12
Week_13_DET_vs_NO_026_Q2_022_DET,incomplete,0,11,11,14
Week_13_DET_vs_NO_027_Q2_015_DET,incomplete,0,8,8,9
Week_13_DET_vs_NO_028_Q3_1500_NO,complete,0,3,3,6
Week_13_DET_vs_NO_029_Q3_1347_NO,incomplete,0,8,8,28
Week_13_DET_vs_NO_030_Q3_1339_NO,complete,0,6,6,7
Week_13_DET_vs_NO_031_Q3_1250_NO,complete,0,3,3,8
Week_13_DET_vs_NO_032_Q3_1134_NO,complete,0,3,3,9
Week_13_DET_vs_NO_033_Q3_1052_NO,complete,17,3,14,24
Week_13_DET_vs_NO_034_Q3_904_DET,complete,0,1,1,8
Week_13_DET_vs_NO_035_Q3_811_NO,complete,0,9,9,12
Week_13_DET_vs_NO_036_Q3_733_NO,complete,7,7,0,8
Week_13_DET_vs_NO_037_Q3_419_DET,complete,0,3,3,9
Week_13_DET_vs_NO_038_Q3_259_DET,complete,0,1,1,16
Week_13_DET_vs_NO_039_Q4_1407_NO,complete,0,1,1,7
Week_13_DET_vs_NO_040_Q4_1023_NO,complete,0,7,7,11
Week_13_DET_vs_NO_041_Q4_856_NO,complete,0,1,1,13
Week_13_DET_vs_NO_042_Q4_649_DET,complete,0,3,3,9
Week_13_DET_vs_NO_043_Q4_614_DET,incomplete,2,1,1,10
Week_13_DET_vs_NO_044_Q4_554_NO,complete,2,1,1,5
Week_13_DET_vs_NO_045_Q4_312_NO,incomplete,2,1,1,8
Week_13_DET_vs_NO_046_Q4_307_NO,incomplete,0,4,4,9
Week_13_DET_vs_NO_047_Q4_301_NO,incomplete,0,11,11,16
Week_13_DET_vs_NO_048_Q4_253_DET,incomplete,13,13,0,14
Week_13_DET_vs_NO_049_Q4_248_DET,complete,3,1,2,9
Week_13_DET_vs_NO_050_Q4_154_DET,complete,0,3,3,8
Week_13_IND_vs_TEN_001_Q1_1418_TEN,complete,0,1,1,18
Week_13_IND_vs_TEN_002_Q1_1331_TEN,incomplete,0,8,8,23
Week_13_IND_vs_TEN_003_Q1_1235_IND,complete,0,7,7,8
Week_13_IND_vs_TEN_004_Q1_1212_IND,complete,0,26,26,27
Week_13_IND_vs_TEN_005_Q1_1102_TEN,incomplete,0,5,5,6
Week_13_IND_vs_TEN_006_Q1_834_TEN,incomplete,0,7,7,24
Week_13_IND_vs_TEN_007_Q1_658_TEN,complete,6,6,0,7
Week_13_IND_vs_TEN_008_Q1_249_TEN,complete,0,1,1,13
Week_13_IND_vs_TEN_009_Q1_103_TEN,incomplete,8,8,0,9
Week_13_IND_vs_TEN_010_Q1_021_TEN,incomplete,0,1,1,11
Week_13_IND_vs_TEN_011_Q2_1456_IND,incomplete,0,1,1,13
Week_13_IND_vs_TEN_012_Q2_1441_TEN,complete,0,1,1,18
Week_13_IND_vs_TEN_013_Q2_1048_TEN,complete,0,3,3,13
Week_13_IND_vs_TEN_014_Q2_1022_IND,complete,0,6,6,11
Week_13_IND_vs_TEN_015_Q2_923_IND,complete,7,15,8,18
Week_13_IND_vs_TEN_016_Q2_905_IND,complete,0,3,3,6
Week_13_IND_vs_TEN_017_Q2_840_IND,complete,0,1,1,12
Week_13_IND_vs_TEN_018_Q2_750_IND,incomplete,0,4,4,5
Week_13_IND_vs_TEN_019_Q2_746_IND,incomplete,0,4,4,10
Week_13_IND_vs_TEN_020_Q2_613_TEN,incomplete,5,5,0,6
Week_13_IND_vs_TEN_021_Q2_523_IND,complete,0,1,1,8
Week_13_IND_vs_TEN_022_Q2_445_IND,complete,0,4,4,8
Week_13_IND_vs_TEN_023_Q2_338_IND,incomplete,5,5,0,8
Week_13_IND_vs_TEN_024_Q2_332_IND,complete,0,4,4,7
Week_13_IND_vs_TEN_025_Q2_250_IND,complete,1,1,0,21
Week_13_IND_vs_TEN_026_Q2_043_IND,incomplete,7,7,0,8
Week_13_IND_vs_TEN_027_Q2_040_IND,complete,0,3,3,7
Week_13_IND_vs_TEN_028_Q2_019_IND,complete,0,5,5,8
Week_13_IND_vs_TEN_029_Q3_1500_IND,complete,0,10,10,11
Week_13_IND_vs_TEN_030_Q3_1358_IND,incomplete,0,8,8,27
Week_13_IND_vs_TEN_031_Q3_1312_IND,complete,0,1,1,7
Week_13_IND_vs_TEN_032_Q3_1201_IND,complete,0,7,7,8
Week_13_IND_vs_TEN_033_Q3_852_IND,complete,0,8,8,9
Week_13_IND_vs_TEN_034_Q3_816_IND,incomplete,0,4,4,7
Week_13_IND_vs_TEN_035_Q3_809_IND,complete,0,1,1,7
Week_13_IND_vs_TEN_036_Q3_340_TEN,incomplete,8,8,0,11
Week_13_IND_vs_TEN_037_Q3_329_IND,complete,6,4,2,7
Week_13_IND_vs_TEN_038_Q3_252_IND,incomplete,0,1,1,12
Week_13_IND_vs_TEN_039_Q3_159_TEN,incomplete,9,9,0,16
Week_13_IND_vs_TEN_040_Q3_109_TEN,complete,7,7,0,8
Week_13_IND_vs_TEN_041_Q4_1500_TEN,complete,0,1,1,11
Week_13_IND_vs_TEN_042_Q4_1048_TEN,incomplete,2,1,1,10
Week_13_IND_vs_TEN_043_Q4_926_TEN,complete,5,3,2,7
Week_13_IND_vs_TEN_044_Q4_842_TEN,complete,11,9,2,12
Week_13_IND_vs_TEN_045_Q4_529_TEN,complete,0,3,3,9
Week_13_IND_vs_TEN_046_Q4_446_IND,complete,0,8,8,9
Week_13_IND_vs_TEN_047_Q4_242_TEN,incomplete,6,6,0,7
Week_13_IND_vs_TEN_048_Q4_239_TEN,incomplete,0,3,3,8
Week_13_IND_vs_TEN_049_Q4_227_IND,incomplete,0,11,11,12
Week_13_IND_vs_TEN_050_Q4_221_IND,complete,0,3,3,9
Week_13_IND_vs_TEN_051_Q4_113_TEN,incomplete,3,3,0,12
Week_13_IND_vs_TEN_052_Q4_108_TEN,complete,0,14,14,17
Week_13_IND_vs_TEN_053_Q4_103_TEN,complete,0,1,1,9
Week_13_IND_vs_TEN_054_Q5_604_TEN,complete,0,1,1,8
Week_13_IND_vs_TEN_055_Q5_419_IND,complete,0,1,1,8
Week_13_IND_vs_TEN_056_Q5_305_IND,complete,23,19,4,26
Week_13_IND_vs_TEN_057_Q5_237_IND,incomplete,0,4,4,8
Week_13_IND_vs_TEN_058_Q5_234_IND,complete,0,3,3,10
Week_13_KC_vs_GB_001_Q1_1341_GB,complete,0,1,1,13
Week_13_KC_vs_GB_002_Q1_1023_GB,complete,0,4,4,10
Week_13_KC_vs_GB_003_Q1_820_GB,complete,0,1,1,8
Week_13_KC_vs_GB_004_Q1_717_GB,complete,0,8,8,11
Week_13_KC_vs_GB_005_Q1_610_KC,complete,4,3,1,8
Week_13_KC_vs_GB_006_Q1_535_KC,complete,7,7,0,8
Week_13_KC_vs_GB_007_Q1_418_KC,incomplete,9,9,0,10
Week_13_KC_vs_GB_008_Q1_330_KC,complete,0,1,1,11
Week_13_KC_vs_GB_009_Q2_1500_GB,complete,0,6,6,10
Week_13_KC_vs_GB_010_Q2_1341_GB,complete,0,8,8,16
Week_13_KC_vs_GB_011_Q2_1048_GB,incomplete,2,1,1,12
Week_13_KC_vs_GB_012_Q2_1044_GB,complete,0,4,4,13
Week_13_KC_vs_GB_013_Q2_1003_KC,complete,5,4,1,7
Week_13_KC_vs_GB_014_Q2_926_KC,complete,0,4,4,8
Week_13_KC_vs_GB_015_Q2_807_KC,complete,0,1,1,10
Week_13_KC_vs_GB_016_Q2_535_KC,incomplete,1,6,5,7
Week_13_KC_vs_GB_017_Q2_344_KC,complete,0,4,4,7
Week_13_KC_vs_GB_018_Q2_200_GB,complete,1,1,0,8
Week_13_KC_vs_GB_019_Q2_121_GB,complete,0,6,6,16
Week_13_KC_vs_GB_020_Q2_032_GB,incomplete,0,1,1,10
Week_13_KC_vs_GB_021_Q3_1500_KC,complete,0,4,4,13
Week_13_KC_vs_GB_022_Q3_1241_KC,complete,0,8,8,13
Week_13_KC_vs_GB_023_Q3_931_GB,complete,0,9,9,10
Week_13_KC_vs_GB_024_Q3_823_GB,complete,0,7,7,11
Week_13_KC_vs_GB_025_Q3_740_GB,complete,0,7,7,10
Week_13_KC_vs_GB_026_Q3_656_GB,complete,12,11,1,28
Week_13_KC_vs_GB_027_Q3_528_GB,complete,14,10,4,18
Week_13_KC_vs_GB_028_Q3_405_KC,complete,0,1,1,10
Week_13_KC_vs_GB_029_Q4_1500_KC,incomplete,4,1,3,7
Week_13_KC_vs_GB_030_Q4_1455_KC,complete,0,1,1,8
Week_13_KC_vs_GB_031_Q4_1328_GB,complete,0,3,3,7
Week_13_KC_vs_GB_032_Q4_1245_GB,complete,0,1,1,14
Week_13_KC_vs_GB_033_Q4_1201_GB,incomplete,0,8,8,21
Week_13_KC_vs_GB_034_Q4_1157_GB,incomplete,4,13,9,14
Week_13_KC_vs_GB_035_Q4_1103_KC,incomplete,12,12,0,22
Week_13_KC_vs_GB_036_Q4_1057_KC,incomplete,0,9,9,12
Week_13_KC_vs_GB_037_Q4_955_GB,complete,0,1,1,20
Week_13_KC_vs_GB_038_Q4_830_GB,incomplete,11,9,2,12
Week_13_KC_vs_GB_039_Q4_742_GB,incomplete,10,1,9,11
Week_13_KC_vs_GB_040_Q4_737_GB,complete,0,4,4,8
Week_13_KC_vs_GB_041_Q4_603_KC,complete,0,14,14,15
Week_13_KC_vs_GB_042_Q4_520_KC,interception,6,6,0,18
Week_13_KC_vs_GB_043_Q4_355_GB,incomplete,0,1,1,20
Week_13_KC_vs_GB_044_Q4_109_KC,incomplete,8,3,5,12
Week_13_KC_vs_GB_045_Q4_057_KC,complete,0,5,5,10
Week_13_KC_vs_GB_046_Q4_050_KC,incomplete,0,27,27,28
Week_13_KC_vs_GB_047_Q4_044_KC,complete,7,7,0,8
Week_13_KC_vs_GB_048_Q4_024_KC,complete,3,3,0,11
Week_13_KC_vs_GB_049_Q4_019_KC,incomplete,0,10,10,21
Week_13_LAC_vs_NE_001_Q1_1500_NE,incomplete,7,7,0,8
Week_13_LAC_vs_NE_002_Q1_1324_LAC,complete,0,5,5,6
Week_13_LAC_vs_NE_003_Q1_1214_LAC,incomplete,2,1,1,8
Week_13_LAC_vs_NE_004_Q1_1119_NE,complete,0,3,3,9
Week_13_LAC_vs_NE_005_Q1_920_NE,complete,0,4,4,8
Week_13_LAC_vs_NE_006_Q1_141_NE,incomplete,8,6,2,9
Week_13_LAC_vs_NE_007_Q1_135_NE,incomplete,4,4,0,7
Week_13_LAC_vs_NE_008_Q1_116_LAC,complete,0,8,8,9
Week_13_LAC_vs_NE_009_Q1_041_LAC,complete,0,1,1,9
Week_13_LAC_vs_NE_010_Q2_1500_LAC,complete,0,16,16,17
Week_13_LAC_vs_NE_011_Q2_1430_LAC,incomplete,0,1,1,16
Week_13_LAC_vs_NE_012_Q2_1344_LAC,incomplete,6,6,0,9
Week_13_LAC_vs_NE_013_Q2_1333_NE,complete,0,3,3,7
Week_13_LAC_vs_NE_014_Q2_1111_LAC,complete,0,5,5,10
Week_13_LAC_vs_NE_015_Q2_922_LAC,incomplete,12,12,0,13
Week_13_LAC_vs_NE_016_Q2_918_LAC,incomplete,0,7,7,20
Week_13_LAC_vs_NE_017_Q2_719_NE,incomplete,0,18,18,22
Week_13_LAC_vs_NE_018_Q2_616_LAC,complete,0,6,6,7
Week_13_LAC_vs_NE_019_Q2_538_LAC,complete,0,5,5,9
Week_13_LAC_vs_NE_020_Q2_304_LAC,incomplete,6,6,0,7
Week_13_LAC_vs_NE_021_Q2_300_LAC,complete,6,7,1,8
Week_13_LAC_vs_NE_022_Q2_153_NE,incomplete,8,6,2,9
Week_13_LAC_vs_NE_023_Q2_134_LAC,complete,0,4,4,11
Week_13_LAC_vs_NE_024_Q2_100_LAC,incomplete,0,6,6,18
Week_13_LAC_vs_NE_025_Q3_1500_LAC,incomplete,0,5,5,6
Week_13_LAC_vs_NE_026_Q3_1456_LAC,incomplete,0,15,15,16
Week_13_LAC_vs_NE_027_Q3_1452_LAC,incomplete,0,1,1,9
Week_13_LAC_vs_NE_028_Q3_1357_NE,complete,0,4,4,13
Week_13_LAC_vs_NE_029_Q3_1231_NE,incomplete,0,6,6,21
Week_13_LAC_vs_NE_030_Q3_757_LAC,complete,7,6,1,9
Week_13_LAC_vs_NE_031_Q3_719_LAC,complete,0,1,1,17
Week_13_LAC_vs_NE_032_Q3_650_LAC,complete,0,9,9,10
Week_13_LAC_vs_NE_033_Q3_505_LAC,incomplete,7,5,2,12
Week_13_LAC_vs_NE_034_Q3_500_LAC,complete,0,7,7,11
Week_13_LAC_vs_NE_035_Q3_342_LAC,incomplete,5,1,4,10
Week_13_LAC_vs_NE_036_Q3_338_LAC,incomplete,1,1,0,15
Week_13_LAC_vs_NE_037_Q3_323_NE,complete,17,17,0,18
Week_13_LAC_vs_NE_038_Q3_228_NE,incomplete,0,16,16,28
Week_13_LAC_vs_NE_039_Q3_221_NE,complete,0,1,1,6
Week_13_LAC_vs_NE_040_Q3_022_NE,complete,0,8,8,9
Week_13_LAC_vs_NE_041_Q4_1454_LAC,complete,0,9,9,10
Week_13_LAC_vs_NE_042_Q4_1341_LAC,complete,0,3,3,6
Week_13_LAC_vs_NE_043_Q4_1149_LAC,complete,0,4,4,10
Week_13_LAC_vs_NE_044_Q4_1013_NE,complete,0,3,3,8
Week_13_LAC_vs_NE_045_Q4_824_NE,complete,0,4,4,10
Week_13_LAC_vs_NE_046_Q4_658_LAC,complete,0,1,1,10
Week_13_LAC_vs_NE_047_Q4_455_LAC,complete,0,3,3,10
Week_13_LAC_vs_NE_048_Q4_450_LAC,incomplete,8,8,0,9
Week_13_LAC_vs_NE_049_Q4_436_NE,complete,0,4,4,10
Week_13_LAC_vs_NE_050_Q4_216_NE,incomplete,0,32,32,33
Week_13_LAC_vs_NE_051_Q4_210_NE,incomplete,0,1,1,9
Week_13_LAC_vs_NE_052_Q4_205_NE,incomplete,3,9,6,10
Week_13_LAC_vs_NE_053_Q4_147_LAC,complete,2,1,1,17
Week_13_MIA_vs_WAS_001_Q1_1422_WAS,incomplete,7,7,0,8
Week_13_MIA_vs_WAS_002_Q1_1354_WAS,complete,5,5,0,6
Week_13_MIA_vs_WAS_003_Q1_1150_WAS,complete,0,7,7,8
Week_13_MIA_vs_WAS_004_Q1_1105_WAS,incomplete,8,8,0,11
Week_13_MIA_vs_WAS_005_Q1_1056_MIA,complete,0,6,6,10
Week_13_MIA_vs_WAS_006_Q1_937_MIA,complete,9,17,8,21
Week_13_MIA_vs_WAS_007_Q1_850_WAS,incomplete,0,4,4,10
Week_13_MIA_vs_WAS_008_Q1_714_MIA,complete,0,12,12,13
Week_13_MIA_vs_WAS_009_Q1_514_MIA,complete,0,1,1,10
Week_13_MIA_vs_WAS_010_Q1_212_MIA,incomplete,7,6,1,12
Week_13_MIA_vs_WAS_011_Q2_1249_WAS,incomplete,0,5,5,24
Week_13_MIA_vs_WAS_012_Q2_1243_WAS,complete,20,20,0,21
Week_13_MIA_vs_WAS_013_Q2_1012_MIA,incomplete,0,7,7,28
Week_13_MIA_vs_WAS_014_Q2_922_MIA,complete,9,21,12,27
Week_13_MIA_vs_WAS_015_Q2_707_WAS,incomplete,0,4,4,7
Week_13_MIA_vs_WAS_016_Q2_313_MIA,complete,0,12,12,13
Week_13_MIA_vs_WAS_017_Q2_142_MIA,complete,0,11,11,12
Week_13_MIA_vs_WAS_018_Q2_133_MIA,complete,0,1,1,10
Week_13_MIA_vs_WAS_019_Q3_1346_MIA,complete,0,1,1,7
Week_13_MIA_vs_WAS_020_Q3_1305_MIA,complete,0,12,12,13
Week_13_MIA_vs_WAS_021_Q3_1148_MIA,complete,0,9,9,12
Week_13_MIA_vs_WAS_022_Q3_1024_MIA,complete,0,4,4,9
Week_13_MIA_vs_WAS_023_Q3_856_WAS,complete,15,15,0,16
Week_13_MIA_vs_WAS_024_Q3_653_WAS,complete,4,1,3,13
Week_13_MIA_vs_WAS_025_Q3_615_WAS,incomplete,0,1,1,24
Week_13_MIA_vs_WAS_026_Q3_523_WAS,complete,0,9,9,10
Week_13_MIA_vs_WAS_027_Q3_315_MIA,incomplete,0,1,1,20
Week_13_MIA_vs_WAS_028_Q3_310_MIA,incomplete,4,1,3,21
Week_13_MIA_vs_WAS_029_Q3_254_WAS,complete,0,1,1,11
Week_13_MIA_vs_WAS_030_Q4_1500_WAS,complete,0,8,8,11
Week_13_MIA_vs_WAS_031_Q4_1332_MIA,complete,0,5,5,6
Week_13_MIA_vs_WAS_032_Q4_1134_MIA,incomplete,0,4,4,7
Week_13_SEA_vs_DAL_001_Q1_1431_DAL,complete,7,9,2,13
Week_13_SEA_vs_DAL_002_Q1_1358_DAL,complete,0,8,8,9
Week_13_SEA_vs_DAL_003_Q1_1252_DAL,complete,0,13,13,14
Week_13_SEA_vs_DAL_004_Q1_1112_DAL,incomplete,0,3,3,7
Week_13_SEA_vs_DAL_005_Q1_1110_DAL,incomplete,0,6,6,16
Week_13_SEA_vs_DAL_006_Q1_1104_DAL,complete,2,1,1,10
Week_13_SEA_vs_DAL_007_Q1_737_SEA,complete,10,10,0,11
Week_13_SEA_vs_DAL_008_Q1_614_DAL,complete,9,9,0,10
Week_13_SEA_vs_DAL_009_Q1_452_DAL,complete,8,13,5,14
Week_13_SEA_vs_DAL_010_Q1_448_SEA,complete,0,6,6,7
Week_13_SEA_vs_DAL_011_Q1_343_SEA,complete,0,10,10,11
Week_13_SEA_vs_DAL_012_Q1_244_SEA,complete,13,11,2,25
Week_13_SEA_vs_DAL_013_Q1_058_DAL,complete,0,1,1,7
Week_13_SEA_vs_DAL_014_Q1_019_DAL,complete,0,5,5,8
Week_13_SEA_vs_DAL_015_Q2_1300_DAL,incomplete,4,3,1,10
Week_13_SEA_vs_DAL_016_Q2_1216_DAL,complete,0,1,1,8
Week_13_SEA_vs_DAL_017_Q2_1146_DAL,incomplete,0,4,4,15
Week_13_SEA_vs_DAL_018_Q2_1140_DAL,complete,0,5,5,9
Week_13_SEA_vs_DAL_019_Q2_1137_SEA,complete,1,3,2,10
Week_13_SEA_vs_DAL_020_Q2_1028_SEA,incomplete,0,5,5,6
Week_13_SEA_vs_DAL_021_Q2_1025_SEA,complete,0,8,8,9
Week_13_SEA_vs_DAL_022_Q2_943_SEA,incomplete,0,5,5,20
Week_13_SEA_vs_DAL_023_Q2_824_DAL,complete,5,5,0,6
Week_13_SEA_vs_DAL_024_Q2_636_DAL,complete,6,4,2,7
Week_13_SEA_vs_DAL_025_Q2_304_DAL,complete,0,5,5,6
Week_13_SEA_vs_DAL_026_Q2_221_DAL,complete,0,9,9,10
Week_13_SEA_vs_DAL_027_Q2_130_SEA,incomplete,1,1,0,10
Week_13_SEA_vs_DAL_028_Q2_046_SEA,complete,0,12,12,13
Week_13_SEA_vs_DAL_029_Q2_036_SEA,incomplete,2,4,2,7
Week_13_SEA_vs_DAL_030_Q2_029_SEA,complete,0,3,3,11
Week_13_SEA_vs_DAL_031_Q2_016_SEA,complete,0,6,6,11
Week_13_SEA_vs_DAL_032_Q2_007_SEA,complete,5,6,1,7
Week_13_SEA_vs_DAL_033_Q3_1421_SEA,complete,6,6,0,7
Week_13_SEA_vs_DAL_034_Q3_1338_SEA,complete,0,8,8,11
Week_13_SEA_vs_DAL_035_Q3_1206_SEA,incomplete,4,3,1,9
Week_13_SEA_vs_DAL_036_Q3_1202_SEA,complete,0,7,7,8
Week_13_SEA_vs_DAL_037_Q3_826_DAL,complete,0,1,1,8
Week_13_SEA_vs_DAL_038_Q3_655_DAL,complete,3,3,0,12
Week_13_SEA_vs_DAL_039_Q3_350_DAL,incomplete,4,3,1,7
Week_13_SEA_vs_DAL_040_Q3_306_SEA,incomplete,0,7,7,15
Week_13_SEA_vs_DAL_041_Q3_302_SEA,interception,3,3,0,13
Week_13_SEA_vs_DAL_042_Q3_219_DAL,complete,0,8,8,9
Week_13_SEA_vs_DAL_043_Q3_151_DAL,complete,0,5,5,6
Week_13_SEA_vs_DAL_044_Q3_108_DAL,incomplete,0,6,6,9
Week_13_SEA_vs_DAL_045_Q3_104_SEA,complete,8,1,7,19
Week_13_SEA_vs_DAL_046_Q4_1422_SEA,complete,8,17,9,19
Week_13_SEA_vs_DAL_047_Q4_1257_DAL,complete,0,4,4,9
Week_13_SEA_vs_DAL_048_Q4_1131_DAL,incomplete,2,1,1,12
Week_13_SEA_vs_DAL_049_Q4_849_SEA,complete,0,4,4,7
Week_13_SEA_vs_DAL_050_Q4_802_SEA,incomplete,0,11,11,14
Week_13_SEA_vs_DAL_051_Q4_704_DAL,complete,0,10,10,11
Week_13_SEA_vs_DAL_052_Q4_602_DAL,incomplete,4,10,6,13
Week_13_SEA_vs_DAL_053_Q4_557_DAL,complete,0,3,3,8
Week_13_SEA_vs_DAL_054_Q4_520_DAL,complete,0,9,9,10
Week_13_SEA_vs_DAL_055_Q4_441_DAL,complete,0,11,11,12
Week_13_SEA_vs_DAL_056_Q4_437_SEA,complete,0,4,4,11
Week_13_SEA_vs_DAL_057_Q4_320_SEA,incomplete,2,1,1,7
Week_13_SEA_vs_DAL_058_Q4_316_SEA,incomplete,1,1,0,23
Week_13_SEA_vs_DAL_059_Q4_152_DAL,incomplete,0,1,1,23
Week_13_SEA_vs_DAL_060_Q4_143_SEA,complete,1,3,2,15
Week_13_SEA_vs_DAL_061_Q4_138_SEA,complete,0,1,1,8
Week_13_SEA_vs_DAL_062_Q4_118_SEA,incomplete,9,7,2,10
Week_13_SEA_vs_DAL_063_Q4_115_SEA,incomplete,0,5,5,6
Week_13_SF_vs_PHI_001_Q1_1500_PHI,incomplete,7,7,0,8
Week_13_SF_vs_PHI_002_Q1_1411_PHI,complete,0,1,1,9
Week_13_SF_vs_PHI_003_Q1_1251_PHI,complete,0,4,4,11
Week_13_SF_vs_PHI_004_Q1_958_PHI,incomplete,0,12,12,13
Week_13_SF_vs_PHI_005_Q1_800_PHI,complete,7,8,1,9
Week_13_SF_vs_PHI_006_Q1_728_PHI,complete,2,3,1,9
Week_13_SF_vs_PHI_007_Q1_529_PHI,complete,0,6,6,11
Week_13_SF_vs_PHI_008_Q1_450_PHI,complete,3,3,0,11
Week_13_SF_vs_PHI_009_Q1_411_PHI,complete,1,3,2,8
Week_13_SF_vs_PHI_010_Q1_244_PHI,complete,0,3,3,12
Week_13_SF_vs_PHI_011_Q1_123_SF,incomplete,3,1,2,6
Week_13_SF_vs_PHI_012_Q2_1305_SF,complete,0,1,1,11
Week_13_SF_vs_PHI_013_Q2_1227_SF,complete,0,11,11,12
Week_13_SF_vs_PHI_014_Q2_1145_SF,complete,0,6,6,10
Week_13_SF_vs_PHI_015_Q2_1021_SF,complete,4,4,0,5
Week_13_SF_vs_PHI_016_Q2_849_SF,complete,8,8,0,9
Week_13_SF_vs_PHI_017_Q2_723_SF,incomplete,7,7,0,8
Week_13_SF_vs_PHI_018_Q2_715_SF,complete,0,13,13,14
Week_13_SF_vs_PHI_019_Q2_543_PHI,complete,0,7,7,8
Week_13_SF_vs_PHI_020_Q2_503_PHI,incomplete,1,1,0,28
Week_13_SF_vs_PHI_021_Q2_323_SF,complete,0,3,3,11
Week_13_SF_vs_PHI_022_Q2_130_SF,complete,0,9,9,14
Week_13_SF_vs_PHI_023_Q2_101_SF,incomplete,0,1,1,12
Week_13_SF_vs_PHI_024_Q3_1427_SF,incomplete,3,1,2,7
Week_13_SF_vs_PHI_025_Q3_1423_SF,complete,0,3,3,10
Week_13_SF_vs_PHI_026_Q3_1348_SF,complete,0,4,4,10
Week_13_SF_vs_PHI_027_Q3_1229_SF,complete,10,11,1,19
Week_13_SF_vs_PHI_028_Q3_1049_PHI,complete,0,8,8,13
Week_13_SF_vs_PHI_029_Q3_952_PHI,complete,0,11,11,16
Week_13_SF_vs_PHI_030_Q3_927_PHI,complete,0,1,1,11
Week_13_SF_vs_PHI_031_Q3_801_PHI,complete,0,3,3,9
Week_13_SF_vs_PHI_032_Q3_527_SF,complete,2,16,14,17
Week_13_SF_vs_PHI_033_Q3_404_SF,complete,0,6,6,8
Week_13_SF_vs_PHI_034_Q3_316_PHI,incomplete,9,9,0,10
Week_13_SF_vs_PHI_035_Q3_108_SF,complete,0,3,3,7
Week_13_SF_vs_PHI_036_Q4_1415_SF,complete,0,10,10,12
Week_13_SF_vs_PHI_037_Q4_1127_SF,complete,0,8,8,9
Week_13_SF_vs_PHI_038_Q4_1050_SF,complete,0,1,1,13
Week_13_SF_vs_PHI_039_Q4_1038_PHI,complete,0,3,3,14
Week_13_SF_vs_PHI_040_Q4_1008_PHI,complete,7,7,0,8
Week_13_SF_vs_PHI_041_Q4_808_PHI,complete,0,3,3,11
Week_13_SF_vs_PHI_042_Q4_740_PHI,complete,0,6,6,11
Week_13_SF_vs_PHI_043_Q4_701_PHI,complete,0,1,1,10
Week_13_SF_vs_PHI_044_Q4_629_PHI,complete,0,3,3,15
Week_13_SF_vs_PHI_045_Q4_555_PHI,incomplete,0,5,5,9
Week_13_SF_vs_PHI_046_Q4_542_PHI,incomplete,1,1,0,10
Week_13_SF_vs_PHI_047_Q4_539_PHI,complete,6,7,1,15
Week_13_SF_vs_PHI_048_Q4_513_PHI,incomplete,6,4,2,9
Week_13_SF_vs_PHI_049_Q4_507_PHI,complete,5,5,0,6
Week_13_SF_vs_PHI_050_Q4_438_PHI,complete,7,6,1,10
Week_13_SF_vs_PHI_051_Q4_351_PHI,complete,0,5,5,18
Week_13_SF_vs_PHI_052_Q4_335_PHI,complete,4,3,1,9
Week_13_SF_vs_PHI_053_Q4_301_PHI,incomplete,0,5,5,8
Week_13_SF_vs_PHI_054_Q4_213_PHI,incomplete,0,24,24,25
Week_14_BUF_vs_KC_001_Q1_1428_KC,complete,0,1,1,9
Week_14_BUF_vs_KC_002_Q1_1357_KC,complete,0,1,1,11
Week_14_BUF_vs_KC_003_Q1_1244_KC,incomplete,0,1,1,19
Week_14_BUF_vs_KC_004_Q1_1130_BUF,complete,0,1,1,6
Week_14_BUF_vs_KC_005_Q1_1004_BUF,incomplete,0,5,5,6
Week_14_BUF_vs_KC_006_Q1_939_KC,complete,6,6,0,7
Week_14_BUF_vs_KC_007_Q1_628_BUF,complete,0,7,7,8
Week_14_BUF_vs_KC_008_Q1_348_BUF,complete,0,7,7,12
Week_14_BUF_vs_KC_009_Q1_305_KC,complete,4,3,1,8
Week_14_BUF_vs_KC_010_Q1_219_BUF,incomplete,1,1,0,11
Week_14_BUF_vs_KC_011_Q1_006_BUF,complete,0,1,1,16
Week_14_BUF_vs_KC_012_Q2_1324_BUF,complete,1,6,5,7
Week_14_BUF_vs_KC_013_Q2_1048_KC,incomplete,0,10,10,11
Week_14_BUF_vs_KC_014_Q2_1042_KC,complete,14,15,1,18
Week_14_BUF_vs_KC_015_Q2_959_KC,complete,0,6,6,14
